,Article,Link
726,Miniaturizing the brain of a drone,https://news.mit.edu/2017/miniaturizing-brain-smart-drones-0712
727,Why do some neighborhoods improve?,https://news.mit.edu/2017/highly-educated-residents-neighborhoods-improve-0706
728,Peering into neural networks,https://news.mit.edu/2017/inner-workings-neural-networks-visual-data-0630
729,Q&A: Running a company in an era of “crazy technological progress”,https://news.mit.edu/2017/qa-mcafee-brynjolfsson-running-company-technological-progress-0627
730,Computer system predicts products of chemical reactions,https://news.mit.edu/2017/computer-system-predicts-products-chemical-reactions-0627
731,Drones that drive,https://news.mit.edu/2017/drones-drive-flying-cars-0626
732,MIT President Reif attends White House technology meeting,https://news.mit.edu/2017/mit-president-reif-attends-white-house-technology-meeting-0619
733,Shrinking data for surgical training,https://news.mit.edu/2017/shrinking-data-surgical-training-0616
734,Danielle Olson: Building empathy through computer science and art,https://news.mit.edu/2017/student-profile-danielle-olson-0531
735,Armando Solar-Lezama: Academic success despite an inauspicious start,https://news.mit.edu/2017/faculty-profile-armando-solar-lezama-0526
736,MIT $100K winner’s optical chips perform AI computations at light speed,https://news.mit.edu/2017/mit-100k-optical-chips-ai-computations-light-speed-0518
737,Q&A: On the future of human-centered robotics ,https://news.mit.edu/2017/mit-professor-david-mindell-on-the-future-of-human-centered-robotics-0515
738,Teaching robots to teach other robots,https://news.mit.edu/2017/mit-csail-teaching-robots-to-teach-other-robots-0510
739,"Eric Schmidt visits MIT to discuss computing, artificial intelligence, and the future of technology",https://news.mit.edu/2017/eric-schmidt-visits-mit-to-discuss-computing-ai-future-of-technology-0504
740,Genuine enthusiasm for AI,https://news.mit.edu/2017/class-machine-learning-0428
741,Explained: Neural networks,https://news.mit.edu/2017/explained-neural-networks-deep-learning-0414
742,Looking ahead to the future of computer-driven cars,https://news.mit.edu/2017/amnon-shashua-mobileye-discusses-future-of-computer-driven-cars-0413
743,CSAIL launches artificial intelligence initiative with industry,https://news.mit.edu/2017/csail-launches-artificial-intelligence-initiative-with-industry-0406
744,"Multi-university effort will advance materials, define the future of mobility",https://news.mit.edu/2017/multi-university-effort-will-advance-materials-define-future-of-mobility-0403
745,Making better decisions when outcomes are uncertain,https://news.mit.edu/2017/statistical-trick-decision-processes-more-accurate-0321
746,Security for multirobot systems,https://news.mit.edu/2017/security-multirobot-systems-hackers-0317
747,Brain-controlled robots,https://news.mit.edu/2017/brain-controlled-robots-0306
748,Putting data in the hands of doctors,https://news.mit.edu/2017/putting-data-in-the-hands-of-doctors-regina-barzilay-0216
749,Voice control everywhere ,https://news.mit.edu/2017/low-power-chip-speech-recognition-electronics-0213
750,Researchers add a splash of human intuition to planning algorithms,https://news.mit.edu/2017/human-intuition-planning-algorithms-0207
751,Fadel Adib joins Media Lab faculty,https://news.mit.edu/2017/fadel-adib-joins-media-lab-faculty-0127
752,"Play Labs, a playful tech accelerator for MIT students and alumni, launches",https://news.mit.edu/2017/play-labs-playful-tech-accelerator-0120
753,SMART automation,https://news.mit.edu/2017/smart-automation-daniela-rus-0119
754,MIT Media Lab to participate in $27 million initiative on AI ethics and governance,https://news.mit.edu/2017/mit-media-lab-to-participate-in-ai-ethics-and-governance-initiative-0110
755,"How ride-sharing can improve traffic, save money, and help the environment",https://news.mit.edu/2016/how-ride-sharing-can-improve-traffic-save-money-and-help-environment-0104
756,Data diversity,https://news.mit.edu/2016/variety-subsets-large-data-sets-machine-learning-1216
757,Making big data manageable,https://news.mit.edu/2016/making-big-data-manageable-1214
758,Learning words from pictures,https://news.mit.edu/2016/recorded-speech-images-automated-speech-recognition-1206
759,Computer learns to recognize sounds by watching video,https://news.mit.edu/2016/computer-learns-recognize-sounds-video-1202
760,How the brain recognizes faces,https://news.mit.edu/2016/machine-learning-system-brain-recognizes-faces-1201
761,Creating videos of the future,https://news.mit.edu/2016/creating-videos-of-the-future-1129
762,Artificial-intelligence system surfs web to improve its performance,https://news.mit.edu/2016/artificial-intelligence-system-surfs-web-improve-performance-1110
763,Driverless-vehicle options now include scooters,https://news.mit.edu/2016/driverless-scooters-1107
764,Scene at MIT: A nightmare on Ames Street,https://news.mit.edu/2016/scene-at-mit-nightmare-on-ames-street-1031
765,Making computers explain themselves,https://news.mit.edu/2016/making-computers-explain-themselves-machine-learning-1028
766,Finding patterns in corrupted data,https://news.mit.edu/2016/finding-patterns-corrupted-data-1026
767,Quantifying urban revitalization,https://news.mit.edu/2016/quantifying-urban-revitalization-1024
768,Prepping a robot for its journey to Mars,https://news.mit.edu/2016/sarah-hensley-valkyrie-humanoid-robot-1018
769,Algorithm connects students to the most interesting person they’ve never met,https://news.mit.edu/2016/algorithm-connects-students-to-interesting-people-on-campus-1017
770,President Obama discusses artificial intelligence with Media Lab Director Joi Ito,https://news.mit.edu/2016/president-obama-discusses-artificial-intelligence-media-lab-joi-ito-1014
771,3-D-printed robots with shock-absorbing skins,https://news.mit.edu/2016/3-d-printed-robots-shock-absorbing-skins-1003
772,Automated screening for childhood communication disorders,https://news.mit.edu/2016/automated-screening-childhood-communication-disorders-0922
773,"Professor Emeritus Seymour Papert, pioneer of constructionist learning, dies at 88",https://news.mit.edu/2016/seymour-papert-pioneer-of-constructionist-learning-dies-0801
774,First major database of non-native English,https://news.mit.edu/2016/first-major-database-non-native-english-0729
775,"Robert Fano, computing pioneer and founder of CSAIL, dies at 98",https://news.mit.edu/2016/robert-fano-obituary-0715
776,Robot helps nurses schedule tasks on labor floor,https://news.mit.edu/2016/robot-helps-nurses-schedule-tasks-on-labor-floor-0713
777,Building better trust between humans and machines,https://news.mit.edu/2016/building-better-trust-between-humans-and-machines-0621
778,Teaching machines to predict the future,https://news.mit.edu/2016/teaching-machines-to-predict-the-future-0621
779,Artificial intelligence produces realistic sounds that fool humans ,https://news.mit.edu/2016/artificial-intelligence-produces-realistic-sounds-0613
780,Robotic consensus,https://news.mit.edu/2016/algorithm-robot-teams-moving-obstacles-0421
781,"Self-driving cars, meet rubber duckies",https://news.mit.edu/2016/self-driving-cars-meet-rubber-duckies-0420
782,System predicts 85 percent of cyber-attacks using input from human experts ,https://news.mit.edu/2016/ai-system-predicts-85-percent-cyber-attacks-using-input-human-experts-0418
783,First-ever 3-D printed robots made of both solids and liquids,https://news.mit.edu/2016/first-3d-printed-robots-made-of-both-solids-and-liquids-0406
784,Voice-controlled calorie counter,https://news.mit.edu/2016/voice-controlled-calorie-counter-0324
785,Enabling human-robot rescue teams,https://news.mit.edu/2016/human-robot-rescue-teams-0217
786,Automatic contingency planning,https://news.mit.edu/2016/algorithm-automatic-contingency-planning-0215
787,Car talk,https://news.mit.edu/2016/federal-safety-chief-driverless-cars-0210
788,Energy-friendly chip can perform powerful artificial-intelligence tasks ,https://news.mit.edu/2016/neural-chip-artificial-intelligence-mobile-devices-0203
789,A virtual “guide dog” for navigation,https://news.mit.edu/2016/virtual-guide-dog-wearable-device-0202
790,"Marvin Minsky, “father of artificial intelligence,” dies at 88",https://news.mit.edu/2016/marvin-minsky-obituary-0125
791,Machines that learn like people,https://news.mit.edu/2015/algorithms-recognize-objects-few-examples-1223
792,Deep-learning algorithm predicts photos’ memorability at “near-human” levels,https://news.mit.edu/2015/csail-deep-learning-algorithm-predicts-photo-memorability-near-human-levels-1215
793,CSAIL shows off demos to 150 high-schoolers for “Hour of Code”,https://news.mit.edu/2015/csail-shows-demos-150-high-schoolers-hour-code-1214
794,Computer system passes “visual Turing test”,https://news.mit.edu/2015/computer-system-passes-visual-turing-test-1210
795,NASA gives MIT a humanoid robot to develop software for future space missions,https://news.mit.edu/2015/nasa-gives-mit-humanoid-robot-future-space-missions-1117
796,Streamlining mobile image processing,https://news.mit.edu/2015/streamlining-mobile-image-processing-1113
797,Automating big-data analysis,https://news.mit.edu/2015/automating-big-data-analysis-1016
798,Robots and us,https://news.mit.edu/2015/no-driverless-cars-1013
799,Predicting change in the Alzheimer’s brain,https://news.mit.edu/2015/predicting-change-alzheimer%E2%80%99s-brain-1006
800,More-flexible machine learning,https://news.mit.edu/2015/more-flexible-machine-learning-1001
801,Soft robotic hand can pick up and identify a wide array of objects,https://news.mit.edu/2015/soft-robotic-hand-can-pick-and-identify-wide-array-of-objects-0930
802,Learning language by playing games,https://news.mit.edu/2015/learning-language-playing-computer-games-0924
803,Personalized heart models for surgical planning,https://news.mit.edu/2015/3-d-printed-heart-models-surgery-0917
804,CSAIL joins with Toyota on $25 million research center for autonomous cars,https://news.mit.edu/2015/csail-toyota-25-million-research-center-autonomous-cars-0904
805,Self-driving golf carts,https://news.mit.edu/2015/autonomous-self-driving-golf-carts-0901
806,Could a pen change how we diagnose brain function?,https://news.mit.edu/2015/could-pen-change-how-we-diagnose-brain-function-0813
807,"Robots collaborate to deliver meds, supplies, and even drinks",https://news.mit.edu/2015/csail-delivery-robots-collaborate-0810
808,Object recognition for robots,https://news.mit.edu/2015/object-recognition-robots-0724
809,"Siting wind farms more quickly, cheaply",https://news.mit.edu/2015/siting-wind-farms-quickly-cheaply-0717
810,Helping students stick with MOOCs,https://news.mit.edu/2015/at-risk-students-moocs-dropout-0701
811,MIT team places sixth at international DARPA Robotics Challenge,https://news.mit.edu/2015/mit-team-places-sixth-darpa-robotics-challenge-0608
812,Helping robots handle uncertainty ,https://news.mit.edu/2015/algorithm-helps-robots-handle-uncertainty-0602
813,Helping robots put it all together,https://news.mit.edu/2015/assembly-algorithm-for-autonomous-robots-0527
814,Object recognition for free,https://news.mit.edu/2015/visual-scenes-object-recognition-0508
815,MIT engineers hand “cognitive” control to underwater robots,https://news.mit.edu/2015/cognitive-underwater-robots-0507
816,Graphics in reverse,https://news.mit.edu/2015/better-probabilistic-programming-0413
817,Better machine learning,https://news.mit.edu/2015/better-machine-learning-kalyan-veeramachaneni-0224
818,Can an LED-filled “robot garden” make coding more accessible?,https://news.mit.edu/2015/can-led-robot-garden-make-coding-more-accessible-0218
819,Software that knows the risks,https://news.mit.edu/2015/planning-algorithms-evaluate-probability-of-success-0115
820,CSAIL opens lab to 150 local students for Hour of Code,https://news.mit.edu/2014/csail-shows-demos-150-local-students-hour-of-code-1212
821,Computers that teach by example,https://news.mit.edu/2014/pattern-recognition-systems-convey-learning-1205
822,Want a happy worker? Let robots take control.,https://news.mit.edu/2014/want-happy-worker-let-robots-take-control
823,Collecting just the right data,https://news.mit.edu/2014/new-algorithm-tells-which-data-to-collect-0724
824,Who did what?,https://news.mit.edu/2014/techniques-from-natural-language-processing-enable-computers-to-search-video-0514
825,Rise of the compliant machines,https://news.mit.edu/2014/rise-of-the-compliant-machines-0220
826,Marvin Minsky honored for lifetime achievements in artificial intelligence,https://news.mit.edu/2014/marvin-minsky-honored-for-lifetime-achievements-in-artificial-intelligence
827,Machine learning branches out,https://news.mit.edu/2013/algorithm-extends-artificial-intelligence-technique-1114
828,Four from MIT named to ‘AI’s 10 to Watch’ list,https://news.mit.edu/2013/four-from-mit-named-to-10-to-watch-list
829,Big medical data,https://news.mit.edu/2013/big-medical-data-0125
830,The robotic equivalent of a Swiss army knife,https://news.mit.edu/2012/reconfigurable-robots-turn-into-anything-1130
831,UC Berkeley joins edX,https://news.mit.edu/2012/uc-berkeley-joins-mit-harvard-in-edx-0724
832,Is that smile real or fake?,https://news.mit.edu/2012/smile-detector-0525
833,Daniela Rus named CSAIL director,https://news.mit.edu/2012/rus-named-csail-director-0522
834,Unlocking the key to human intelligence,https://news.mit.edu/2011/csail-winston-intelligence
835,MERS tackles the human-robot divide,https://news.mit.edu/2011/mers-human-robot-divide-1011
836,Shah returns to CSAIL,https://news.mit.edu/2011/shah-csail
837,"‘Smart cars’ that are actually, well, smart",https://news.mit.edu/2011/smart-cars-0614
838,"Cookies, anyone?",https://news.mit.edu/2011/cookies-anyone
839,Honing household helpers,https://news.mit.edu/2011/household-helper-0526
840,Speeding swarms of sensor robots,https://news.mit.edu/2011/robot-algorithm-0503
841,Flying like the birds,https://news.mit.edu/2011/flying-like-the-birds
842,iRobot to the rescue,https://news.mit.edu/2011/irobot-to-the-rescue
843,"A hop, skip and a jump on the moon — and beyond",https://news.mit.edu/2010/talaris-0818
844,Shape-shifting robots,https://news.mit.edu/2010/programmable-matter-0805
845,3 Questions: Nicholas Roy on deploying drones in U.S. skies,https://news.mit.edu/2010/3q-roy-uav-0722
846,Rick Cory named Boeing Engineering Student of the Year,https://news.mit.edu/2010/cory-award
847,A plane that lands like a bird,https://news.mit.edu/2010/perching-plane-0720
848,Robotic therapy helps stroke patients regain function,https://news.mit.edu/2010/stroke-therapy-0419
849,In Profile: Missy Cummings,https://news.mit.edu/2010/profile-cummings-0405
850,Explained: Linear and nonlinear systems,https://news.mit.edu/2010/explained-linear-0226
851,Flight of fancy,https://news.mit.edu/2009/helicopters-1203
852,"From nature, robots",https://news.mit.edu/2009/stickybot-092509
853,Fish and chips,https://news.mit.edu/2009/robo-fish-0824
854,Quanta Computer extends collaboration with CSAIL,https://news.mit.edu/2009/quanta-0717
855,Robotic therapy holds promise for cerebral palsy,https://news.mit.edu/2009/robotherapy-0519
856,'Bother bots' win the day,https://news.mit.edu/2009/2.007-0508
857,Robots on a recycling rampage,https://news.mit.edu/2009/2.007-adv-0501
858,Barbara Liskov wins Turing Award,https://news.mit.edu/2009/turing-liskov-0310
859,Lincoln Laboratory is on a 'ROLL',https://news.mit.edu/2009/lincoln-laboratory-roll
860,Robo-forklift keeps humans out of harm's way,https://news.mit.edu/2009/robo-forklift-keeps-humans-out-harms-way
861,Dig this: RoboClam,https://news.mit.edu/2008/roboclam-1125
862,Media Lab creates Center for Future Storytelling,https://news.mit.edu/2008/medialab-plymouth-1118
863,Going under the (robotic) knife,https://news.mit.edu/2008/surgical-robots-1117
864,MIT's new underwater robot can hover in place,https://news.mit.edu/2008/mits-new-underwater-robot-can-hover-place
865,Robot wheelchair finds its own way,https://news.mit.edu/2008/wheelchair-0919
866,MIT researchers find memory capacity much bigger than previously thought,https://news.mit.edu/2008/vision-memory-0908
867,MIT model helps computers sort data more like humans,https://news.mit.edu/2009/brain-data-0825
868,MIT class asks: Fly me to the moon?,https://news.mit.edu/2008/moon-tt0521
869,Beaver-like robots face off in annual MIT contest,https://news.mit.edu/2008/2007-contest-0509
870,"Meet Nexi, the Media Lab's latest robot and Internet star",https://news.mit.edu/2008/nexi-0409
871,MIT students design graduate student development program,https://news.mit.edu/2008/aaas-acme-0216
872,"Learning about brains from computers, and vice versa",https://news.mit.edu/2009/aaas-brain-0216
873,MIT finishes fourth in DARPA challenge for robotic vehicles,https://news.mit.edu/2007/urban-1105
874,MIT's 'robocar' named a finalist in DARPA Urban Challenge,https://news.mit.edu/2007/mits-robocar-named-finalist-darpa-urban-challenge
875,Cask from the past,https://news.mit.edu/2007/ancient-wine-1029
876,A good luck send-off for 'Robocar',https://news.mit.edu/2007/robocar-tt1017
877,21st-century pack mule: MIT's 'exoskeleton' lightens the load,https://news.mit.edu/2007/21st-century-pack-mule-mits-exoskeleton-lightens-load
878,"Herr wins $250,000 Heinz Award",https://news.mit.edu/2007/heinz-0912
879,DARPA names MIT's 'robocar' a semifinalist,https://news.mit.edu/2007/darpa-names-mits-robocar-semifinalist
880,MIT team building robotic fin for submarines,https://news.mit.edu/2007/robofin-0730
881,Joint effort: Robotic ankle research gets off on the right foot,https://news.mit.edu/2007/robot-ankle-0723
882,Drivers Unwanted: MIT 'Robocar' takes a spin,https://news.mit.edu/2007/drivers-unwanted-mit-robocar-takes-spin
883,"Sophomore's elegant, relentless machine a grand slam in 37th robo-fest",https://news.mit.edu/2007/sophomores-elegant-relentless-machine-grand-slam-37th-robo-fest
884,Mechanical engineering robo-fest starts May 15,https://news.mit.edu/2007/2.007-adv
885,MIT shows how brain tells glossy from grainy surfaces,https://news.mit.edu/2007/surfaces
886,"Assistive robot adapts to people, new places",https://news.mit.edu/2007/domo
887,Robotic brace aids stroke recovery,https://news.mit.edu/2007/brace
888,Computer model mimics neural processes in object recognition,https://news.mit.edu/2007/surveillance
889,Hard drives will evolve into soft hearts ... or not,https://news.mit.edu/2006/creativity-2
890,Robotic pets may be bad medicine for melancholy,https://news.mit.edu/2006/turkle
891,CSAIL hosts debate on robotic 'nature' and future,https://news.mit.edu/2006/creativity
892,"Robots headed for deepwater oil, gas operations",https://news.mit.edu/2006/auv-1108
893,"MIT's intelligent aircraft fly, cooperate autonomously",https://news.mit.edu/2006/mits-intelligent-aircraft-fly-cooperate-autonomously
894,Kayaks adapted to test marine robotics,https://news.mit.edu/2006/scout
895,MITES makes a splash with robots,https://news.mit.edu/2006/mites
896,Team envisions exploring Mars with mini probes,https://news.mit.edu/2006/microbots
897,2.007 robots face off at finals,https://news.mit.edu/2006/final-2007
898,Media Lab researcher gets into Monkey Business,https://news.mit.edu/2006/monkeys-0517
899,2.007 victor shares advice for 2006,https://news.mit.edu/2006/2-007-0510
900,Nokia Research Center Cambridge opens,https://news.mit.edu/2006/nokia
901,Artist explores human-robot interaction,https://news.mit.edu/2006/arts-lindman-0412
902,Show and tell,https://news.mit.edu/2006/cpw-edgerton-0412
903,Deep-sea robot photographs ancient Greek shipwreck,https://news.mit.edu/2006/archaeology
904,Get ready for 'Invasion of Technology',https://news.mit.edu/2006/get-ready-invasion-technology
905,Course 2.12 sends robots to the rescue,https://news.mit.edu/2005/robot-rescue
906,MIT closes in on bionic speed,https://news.mit.edu/2005/muscle
907,MIT develops Anklebot for stroke patients,https://news.mit.edu/2005/stroke-robot
908,Robots go for Tic-Tech-Toe,https://news.mit.edu/2005/contest2007
909,Robot-made 'Kiss' wins mural contest,https://news.mit.edu/2005/robot-made-kiss-wins-mural-contest
910,Robot 'zoo' is a class act,https://news.mit.edu/2005/robot-zoo-class-act
911,Robot contest puts design into action,https://news.mit.edu/2005/inaug-2007-0504
912,"Robots serve humans on land, in sea and air",https://news.mit.edu/2005/roboticvehicles-0302
913,Teams build robots that walk like humans,https://news.mit.edu/2005/robotoddler
914,A robot high for Archimedes Pi,https://news.mit.edu/2005/iap-maslab
915,Here comes Santa Claus,https://news.mit.edu/2004/robosanta
916,Roving on court,https://news.mit.edu/2004/rover-0519
917,2.007 robot contestants gear up for The Big Dig,https://news.mit.edu/2004/2007-0428
918,MIT student dances with robots,https://news.mit.edu/2004/dancerobot
919,Student dances with robots,https://news.mit.edu/2004/dancerobot-0204
920,First humanoid personal assistant will open doors,https://news.mit.edu/2003/cardea-1105
921,MIT's RoboSnails mimic nature,https://news.mit.edu/2003/mits-robosnails-mimic-nature
922,MIT's RoboSnails model novel movements,https://news.mit.edu/2003/mits-robosnails-model-novel-movements
923,Biology: the ultimate robotics,https://news.mit.edu/2003/peptides-sawyer
924,Cinderella team is Terminator in robot contest,https://news.mit.edu/2003/incose-0827
925,MIT robot plays Cinderella/Terminator,https://news.mit.edu/2003/robot
926,MIT leaps to solution of walking-on-water mystery,https://news.mit.edu/2003/robostrider
927,LCS and AI Lab to merge,https://news.mit.edu/2003/merger-0604
928,Happy 100th for EECS,https://news.mit.edu/2003/eecs-0604
929,"MIT's computer science, AI labs merge",https://news.mit.edu/2003/mits-computer-science-ai-labs-merge
930,Evolving human-machine relations explored at EECS 100th celebration,https://news.mit.edu/2003/eecs
931,2.007 'bots groove to student music,https://news.mit.edu/2003/2007-bots-groove-student-music
932,Robots revving up for 2.007 contest,https://news.mit.edu/2003/2007-0430
933,Kismet lands at MIT Museum,https://news.mit.edu/2003/kismet-0416
934,MIT and London team report first transatlantic touch,https://news.mit.edu/2002/touchlab3
935,Tiny ideas get big media play,https://news.mit.edu/2002/ants-1023
936,MIT's robotic helicopter autonomously performs new stunt,https://news.mit.edu/2002/mits-robotic-helicopter-autonomously-performs-new-stunt
937,MIT's robotic 'copter performs new stunt,https://news.mit.edu/2002/mits-robotic-copter-performs-new-stunt
938,Team One is No. 1 in robot design contest,https://news.mit.edu/2002/robots2-0828
939,MIT robot contest draws students from around the world,https://news.mit.edu/2002/robots-0814
940,Realistic animation of human face makes simulated talking look real,https://news.mit.edu/2002/poggio-0522
941,MIT researchers create videorealistic animation of the human face,https://news.mit.edu/2002/videoai
942,Robocopter gives early-morning entertainment over Killian Court,https://news.mit.edu/2002/robocopter-0306
943,Robotic helicopter goes on a 360-degree roll,https://news.mit.edu/2002/copter-0213
944,MIT's robotic helicopter makes first acrobatic roll,https://news.mit.edu/2002/mits-robotic-helicopter-makes-first-acrobatic-roll
945,MIT lab creates robotic dinosaur,https://news.mit.edu/2001/dinosaur
946,AI Lab creates robotic dinosaur,https://news.mit.edu/2001/troody-0516
947,2.007 robot contest gets underway,https://news.mit.edu/2001/2007-0502
948,MIT hosts event linked to artificial intelligence movie,https://news.mit.edu/2001/ai-0502
949,Team builds 'sociable' robot,https://news.mit.edu/2001/team-builds-sociable-robot
950,MIT team building social robot,https://news.mit.edu/2001/kismet
951,Monkey controls robotic arm using brain signals sent over Internet,https://news.mit.edu/2000/monkeys-1206
952,Robot reflections,https://news.mit.edu/2000/robot-1108
953,"Lab showcases health care, robotic projects",https://news.mit.edu/2000/lab-1101
954,Researcher hopes to program cell,https://news.mit.edu/2000/cell-1101
955,Robots and Beyond exhibit explores world of AI,https://news.mit.edu/2000/robots-1025
956,Viewpoint: Will man-made robots rise up and demand their rights?,https://news.mit.edu/2000/robots-1018
957,Experts on humanoid robots discuss their creations' future,https://news.mit.edu/2000/experts-humanoid-robots-discuss-their-creations-future
958,Rambunctious robots,https://news.mit.edu/2000/mites-0809
959,"""Storming the Bastille,"" MIT's tabletop robot competition for minority high school seniors",https://news.mit.edu/2000/mites
960,Alliance to develop human-centered computers,https://news.mit.edu/2000/oxygen-0712
961,Notes from the Lab,https://news.mit.edu/2000/labnotes-0607
962,MIT-Manus robot aids physical therapy of stroke victims,https://news.mit.edu/2000/manus-0607
963,MIT robot aids therapy of stroke victims,https://news.mit.edu/2000/manus
964,Alums vie again in robot contest,https://news.mit.edu/2000/robot-0517
965,Panelists speculate on 'smart world' of intelligent devices,https://news.mit.edu/2000/smart-0426
966,"MIT robot-building contest turns 30; students, past winners compete",https://news.mit.edu/2000/2.007
967,A wish come true,https://news.mit.edu/1999/wish-1208
968,MIT robot aids recovery of stroke patients,https://news.mit.edu/1999/robot
969,Robot aids stroke patients' recovery,https://news.mit.edu/1999/manus-1124
970,Novel computer program mimics brain's ability to recognize patterns in large collections of images and text,https://news.mit.edu/1999/algorithm
971,Robot with more than a snowball's chance wins MITE2S competition,https://news.mit.edu/1999/mites-0714
972,MIT/CRLS team advances in national robot contest,https://news.mit.edu/1999/first-0407
973,"Hand research spans basic science, virtual reality",https://news.mit.edu/1999/touch-0317
974,MIT team is building a humanoid robot,https://news.mit.edu/1999/cog
975,MIT software improves accuracy of robot used in cancer therapy,https://news.mit.edu/1999/proton-0210
976,Second 'God and Computers' lecture series starts next week,https://news.mit.edu/1998/god-0930
977,NSF funds research center to test computers and robots in surgery,https://news.mit.edu/1998/nsf-0930
978,"In MIT fish tale, sophomore enlists KY fishermen to land muskie for robotics research",https://news.mit.edu/1998/fish-0912
979,MIT fish tale: sophomore enlists Kentucky fishermen to land 3-foot muskie for robotics research,https://news.mit.edu/1998/muskie
980,MIT robots described at Museum of Science,https://news.mit.edu/1998/robotics-0603
981,MIT robot is promising tool for rehabilitation of stroke victims,https://news.mit.edu/1998/mitmanus
982,Hundreds root for robots in 2.007 contest's 'Ballcano' battle,https://news.mit.edu/1998/robots-0520
983,Study shows physical-therapy robot aids stroke recovery,https://news.mit.edu/1998/manus-0520
984,"MIT, high school students team up at robot championship",https://news.mit.edu/1998/first-0415
985,Team building humanoid robot,https://news.mit.edu/1998/cog-0318
986,TV show on robotics will feature several from MIT,https://news.mit.edu/1998/discovery-0311
987,Picture this: MIT researchers help computers search for images,https://news.mit.edu/1998/machinevision
988,"""Quick-thinking"" robot arm helps MIT researchers catch on to brain function",https://news.mit.edu/1998/wam
989,Robot arm offers insight into brain functioning,https://news.mit.edu/1998/wam-0311
990,Students from MIT and Cambridge high school team up in robot contest,https://news.mit.edu/1998/crls
991,Ray and Maria Stata give $25 million to MIT,https://news.mit.edu/1997/stata-1210
992,"Ray and Maria Stata give MIT $25 million, the largest gift ever for a building project at MIT",https://news.mit.edu/1997/stata
993,Computer graphic character star in 'It/I',https://news.mit.edu/1997/compplay-1112
994,"Speakers discuss past, present and future of AI",https://news.mit.edu/1997/ai-1001
995,"New 'God and Computers' lectures, course at MIT this fall",https://news.mit.edu/1997/godandai
996,Seminar brings together experts in artificial intelligence,https://news.mit.edu/1997/ai-0917
997,New aerial robotics club builds 'robocopter' for contest,https://news.mit.edu/1997/robocopter-0910
998,"Fund to aid work in robotics, design",https://news.mit.edu/1997/katayanagi-0514
999,Wheelchair/bed aims to boost independence,https://news.mit.edu/1997/wheelchair-0403
1000,"Scientists, fans mark HAL's birthday",https://news.mit.edu/1997/hal-0115
1001,"June 1996 Expedition is Using Robotic Subs, More to Study Tidal Mixing",https://news.mit.edu/1996/roboticsubs
1002,"Proposed June Expedition to Use Robotic Subs, More to Study Tidal Mixing",https://news.mit.edu/1996/tidalmixing
1003,MIT advises CRLS team in national robot contest,https://news.mit.edu/1996/crlsrobot-0410
1004,"MIT Senior's Robot Begets ""Ant"" Farm",https://news.mit.edu/1995/ants
1005,Students make progress on 'colonic robot',https://news.mit.edu/1995/colon-robot-0426
1006,"Senior's robot begets ""Ant"" farm",https://news.mit.edu/1995/ant-0426
1007,"Aerobatics, running--skill or simple physics?",https://news.mit.edu/1995/aerobatics-0215
1008,It's Miner 49er - Robo-Miner,https://news.mit.edu/1995/robo-miners
1009,Students design sensors for Lego robot project,https://news.mit.edu/1994/lego-1207
1010,Sea Grant unveils robotlobster,https://news.mit.edu/1994/robot-lobster-1116
1011,New robots may aid Old Ironsides,https://news.mit.edu/1994/ironsides-1116
1012,Robotuna is first of new 'genetic' line,https://news.mit.edu/1994/robotuna-0921
1013,MIT's Robotic Fish Takes First Swim,https://news.mit.edu/1994/robotuna
1014,Can a robot teach us how people learn?,https://news.mit.edu/1994/robot-0629
1015,Micro-robot holds promise for new surgical technique,https://news.mit.edu/1994/microrobot-0518
1016,Robot journeys beneath arctic ice,https://news.mit.edu/1994/robot-0413
1017,'Manus' lends a hand in therapy,https://news.mit.edu/1994/manus-0316
